Interest_Areas,Preferred_Work_Style,CGPA,Soft_Skills,Programming_Languages,Tools_Techstack,Certifications,Wants_to_Go_for_Masters,Interested_in_Research,Current_Projects_Count,Extracurricular_Interests,Favourite_Subjects,Internship_Experience,Problem_Solving_Style,Recommended_Career
"UI/UX Design, DevOps",Remote,7.6,"Communication, Negotiation, Analytical Thinking","Swift, Java, Python","Airflow, Swagger",Tableau Desktop Specialist,True,True,4,"Debate Clubs, Online Coding Contests, Entrepreneurship Clubs","Software Engineering, Object-Oriented Programming, Web Technologies",3,Analytical,Big Data Engineer
"Natural Language Processing, Platform Engineering, Digital Marketing",Remote,9.6,"Accountability, Customer Focus, Creative Thinking, Resilience, Critical Thinking","PHP, Assembly, Swift","Helm, Airflow, NumPy, Prometheus, Jupyter Notebook","Google Cloud Associate Cloud Engineer, CompTIA Security+",True,True,0,Mentorship Programs,"Calculus, Natural Language Processing, IoT (Internet of Things)",4,Systematic,MS in Data Science
"Design Systems, Machine Learning",On-site,9.0,Teamwork,,"NumPy, Vue.js, Weights & Biases",,False,False,8,"Graphic Design, Entrepreneurship Clubs","Artificial Intelligence, Probability and Statistics",0,Result-Oriented,Technical Writer
"Web Development, Frontend Development, Quality Assurance / Testing",On-site,8.4,"Decision Making, Critical Thinking","Julia, SQL, C++, JavaScript","Git, Node.js, Ansible, VS Code","Docker Certified Associate, Oracle Certified Java Programmer, AWS Certified Security Specialty",False,False,6,"Event Management, Volunteering","Technical Communication, Data Structures and Algorithms, User Interface Design, Big Data Analytics",2,Detail-Oriented,Software Developer (Frontend)
"Site Reliability Engineering (SRE), Frontend Development",Remote,6.0,Strategic Thinking,,"React Native, Spark, JUnit, Pytest, Confluence","Project Management Professional (PMP), Offensive Security Certified Professional (OSCP), Microsoft Certified: SQL Associate",True,False,8,Open Source Contributions,"Computer Vision, Psychology, Sociology, Quantum Computing",4,"Collaborative, Innovative",Systems Engineer
Big Data,Remote,8.0,"Goal-Oriented Mindset, Analytical Thinking, Multitasking, Communication","MATLAB, Assembly, Swift","Sketch, Cypress, Terraform, Kubernetes, Laravel",Android Developer Certification (Google),True,True,2,"Event Management, Gaming","Operating Systems, Big Data Analytics, Computer Networks",4,"Creative, Experimental",Software Test Automation Engineer
"Site Reliability Engineering (SRE), Frontend Development",Remote,8.7,"Active Listening, Teamwork, Problem Solving, Collaboration",Lisp,"Jest, GCP, Unreal Engine, MySQL, Pytest, Jupyter Notebook","Tableau Desktop Specialist, Machine Learning (Stanford/Coursera), PCEP – Certified Entry-Level Python Programmer",True,True,7,Graphic Design,"Ethical Hacking, Machine Learning, Psychology",4,Intuitive,Systems Engineer
"Infrastructure, DevOps",Hybrid,6.5,Critical Thinking,Python,"Terraform, Weights & Biases, PyCharm, Laravel, Confluence",,False,False,4,,"Distributed Systems, Computer Networks",4,Problem Solving,Cloud Engineer
"Deep Learning, Cybersecurity",Remote,6.3,"Creative Thinking, Strategic Thinking, Communication, Conflict Resolution, Problem Solving","Rust, Swift","Helm, React Native, Xcode, AWS, Tableau","PCEP – Certified Entry-Level Python Programmer, Kubernetes Certified Administrator (CKA)",True,True,6,Photography,"Cloud Infrastructure, Linear Algebra",0,User-Centered,MS in Computer Science
Platform Engineering,On-site,8.6,"Communication, Problem Solving, Innovative Thinking, Planning and Organization",,"Node.js, IntelliJ IDEA, Selenium",Microsoft Certified: Power BI Data Analyst Associate,True,False,6,"Entrepreneurship Clubs, Hackathons, UI/UX Projects, Coding Clubs","Chemistry, Calculus, Machine Learning, Human Computer Interaction",3,"Detail-Oriented, Data-driven",Platform Engineer
"Digital Marketing, Quality Assurance / Testing",Hybrid,8.3,"Collaboration, Attention to Detail, Emotional Intelligence, Goal-Oriented Mindset, Resilience",R,"GitLab CI/CD, DBT, Android Studio","Microsoft Certified Azure Fundamentals, Linux Foundation Certified Kubernetes Admin, HashiCorp Certified: Terraform Associate",True,False,4,"Mentorship Programs, Innovation Challenges, Graphic Design, Community Service","Cryptography, Discrete Mathematics, Natural Language Processing",4,Data-driven,Data Engineer
"Systems Programming, Product Management, Machine Learning",Remote,6.7,Communication,"MATLAB, Go, JavaScript, Rust","Jira, ELK Stack",,False,False,7,"Community Service, Tech Meetups","Theory of Computation, Compiler Design, Operating Systems",1,"Pragmatic, Experimental",Security Engineer
"Networking, Computer Vision",Hybrid,6.0,"Leadership, Creative Thinking, Strategic Thinking, Adaptability, Work Ethic","Shell (Bash), Scala","Spark, Insomnia, Laravel",,True,True,4,"Graphic Design, Video Editing, Teaching/TA Work","Cryptography, Computer Vision",1,"Detail-Oriented, Pragmatic",Network Engineer
"Digital Marketing, Quality Assurance / Testing, Software Engineering",Hybrid,8.7,Presentation Skills,Python,"Vue.js, Terraform, AWS, CircleCI, Spring Boot, ELK Stack",Tableau Desktop Specialist,True,True,7,Tech Meetups,"Software Engineering, Bioinformatics, Discrete Mathematics, Psychology",4,Analytical,Research Intern (AI/ML)
"Platform Engineering, IoT (Internet of Things)",Hybrid,8.2,"Business Communication, Collaboration, Emotional Intelligence, Leadership, Customer Focus",,"NumPy, Kubernetes","Responsive Web Design (freeCodeCamp), Microsoft Certified Azure Fundamentals, AWS Certified Cloud Practitioner",True,False,2,"AR/VR Projects, Tech Meetups, Workshop Hosting","Ethical Hacking, Data Structures and Algorithms",0,"Detail-Oriented, Creative",Business Analyst
"DevOps, Cloud Computing",Hybrid,6.5,"Strategic Thinking, Decision Making","Assembly, C++","Scikit-learn, Flutter, Terraform, Looker, Google Colab, Hadoop","PCEP – Certified Entry-Level Python Programmer, AWS Certified Cloud Practitioner",True,True,5,"Event Management, Tech Meetups, Community Service","Digital Logic Design, Compiler Design, Operating Systems, Sociology",0,"Result-Oriented, Big Picture Thinker",Ph.D. Candidate
"Natural Language Processing, Cybersecurity, Big Data",On-site,6.1,"Leadership, Goal-Oriented Mindset, Critical Thinking","Julia, Shell (Bash), Java, Python","Sketch, Flutter, Android Studio, Google Colab, Tableau",Android Developer Certification (Google),False,False,0,,"Robotics, Data Structures and Algorithms",3,Creative,Database Administrator
"Frontend Development, Design Systems, Machine Learning",On-site,9.9,"Planning and Organization, Conflict Resolution, Active Listening, Communication",,"Scikit-learn, VS Code, Sketch, Figma, Zeplin",,False,False,2,Entrepreneurship Clubs,"User Interface Design, Object-Oriented Programming",0,Creative,UI/UX Designer
Backend Development,On-site,8.0,Problem Solving,,"PostgreSQL, Postman, Airflow, GCP, Mocha","Responsive Web Design (freeCodeCamp), Microsoft Certified Azure Fundamentals, Docker Certified Associate",False,True,3,"Online Coding Contests, Event Management","Bioinformatics, Entrepreneurship",4,Systematic,Blockchain Developer
"Technical Writing, DevOps, Software Engineering",Remote,7.1,Leadership,,"Grafana, Podman, Confluence",Android Developer Certification (Google),False,True,3,Sports,"Probability and Statistics, Project Management",3,Pragmatic,AI Ethicist
"UI/UX Design, Web Development, Technical Writing",Hybrid,6.4,"Communication, Planning and Organization","HTML, Lisp, Ruby","React, Spark","Microsoft Certified: Azure AI Engineer, Kubernetes Certified Administrator (CKA)",False,False,4,"Podcast Creation, Event Management, Video Editing","Human Computer Interaction, User Interface Design, Object-Oriented Programming, Economics",2,Detail-Oriented,Software Developer (Frontend)
"Quality Assurance / Testing, Software Engineering",Hybrid,7.5,"Business Communication, Negotiation, Adaptability, Goal-Oriented Mindset, Analytical Thinking","PowerShell, R","Ansible, Terraform",Android Developer Certification (Google),True,True,6,Workshop Hosting,"Bioinformatics, Computer Networks, Psychology",0,Analytical,Research Intern (AI/ML)
"Site Reliability Engineering (SRE), Technical Writing, DevOps",Hybrid,8.7,"Conflict Resolution, Active Listening, Emotional Intelligence, Empathy",,"Grafana, PostgreSQL, NumPy, Android Studio, Swagger, Confluence",Cisco CCNA,True,True,7,Graphic Design,"Entrepreneurship, Big Data Analytics, Blockchain",0,Pragmatic,AI Ethicist
"Site Reliability Engineering (SRE), Frontend Development",On-site,6.9,Accountability,MATLAB,"Insomnia, Kubernetes, AWS, Jupyter Notebook, Angular, Confluence",,True,True,2,"UI/UX Projects, Graphic Design, Innovation Challenges","Psychology, Quantum Computing",2,"User-Centered, Innovative",Systems Engineer
"Technical Writing, Big Data, Software Engineering",Hybrid,7.0,"Attention to Detail, Teamwork, Business Communication, Planning and Organization, Communication",,"PostgreSQL, Unity, GitHub","Google Data Analytics Certificate, iOS App Development with Swift (Apple), Deep Learning Specialization (Coursera)",False,False,5,"Case Competitions, Podcast Creation, Startup Ideation Events, AR/VR Projects","Mobile Application Development, Computer Networks, Entrepreneurship, Project Management",4,"Pragmatic, Detail-Oriented",AI Ethicist
"UI/UX Design, Design Systems, Machine Learning",On-site,7.1,"Communication, Decision Making",JavaScript,"GitLab CI/CD, Pandas, Weights & Biases, Laravel","Responsive Web Design (freeCodeCamp), Linux Foundation Certified Kubernetes Admin",True,False,1,"Podcast Creation, Debate Clubs, Club Leadership Roles","Artificial Intelligence, Probability and Statistics",1,Result-Oriented,Technical Writer
"Academic Research, Cloud Computing",Remote,9.3,"Communication, Conflict Resolution, Time Management",Python,"Terraform, Azure","Google UX Design Certificate, IBM Data Science Professional Certificate",True,True,5,"Coding Clubs, Music, Public Speaking","Human Computer Interaction, Entrepreneurship, Computer Networks",0,Collaborative,IoT Engineer
"Consulting, Machine Learning",On-site,9.4,"Conflict Resolution, Work Ethic, Time Management, Problem Solving",,"Helm, PyTorch, Jenkins","Google Data Analytics Certificate, Machine Learning (Stanford/Coursera), Deep Learning Specialization (Coursera), IBM Data Science Professional Certificate",False,False,4,"Startup Ideation Events, Volunteering","Data Structures and Algorithms, Operating Systems, Big Data Analytics",3,Critical Thinking,Data Scientist
"Artificial Intelligence, Product Management, Data Science",On-site,6.6,"Presentation Skills, Work Ethic","C#, Python","Docker, MLflow, AWS",,True,True,3,"Workshop Hosting, Music","Robotics, Quantum Computing, Probability and Statistics, Software Engineering",0,Problem Solving,Machine Learning Engineer
"Platform Engineering, IoT (Internet of Things)",Remote,7.8,Adaptability,,"NumPy, Angular","Machine Learning (Stanford/Coursera), Certified Ethical Hacker (CEH)",True,True,5,"Video Editing, Coding Clubs, Podcast Creation, Sports","Virtualization and Containers, Data Structures and Algorithms, Cyber Security",2,"Detail-Oriented, Systematic",Business Analyst
"Computer Vision, Academic Research, Cloud Computing",Remote,7.3,"Problem Solving, Innovative Thinking, Leadership, Active Listening","MATLAB, HTML","Pandas, Canva, Terraform, Mocha","Microsoft Certified Azure Fundamentals, Machine Learning (Stanford/Coursera)",False,False,8,AR/VR Projects,"Human Computer Interaction, Web Technologies, Big Data Analytics",0,"Pragmatic, Result-Oriented",IoT Engineer
"Natural Language Processing, Digital Marketing, Quantum Computing",Hybrid,9.3,"Active Listening, Resilience, Time Management, Leadership, Communication",Swift,"GitLab CI/CD, Spark, Jupyter Notebook",Kubernetes Certified Administrator (CKA),True,True,3,"AR/VR Projects, Online Coding Contests","Cryptography, Calculus",0,Result-Oriented,MS in Data Science
"Data Science, Machine Learning, Education Technology",Hybrid,8.7,"Customer Focus, Communication","MATLAB, SQL","Docker, Mocha, AWS","SAFe Agilist Certification, Machine Learning (Stanford/Coursera), AWS Certified Machine Learning - Specialty",True,True,3,"Photography, Technical Writing, Podcast Creation","Theory of Computation, Artificial Intelligence, Linear Algebra",2,"Pragmatic, Analytical",Machine Learning Engineer
Software Engineering,Hybrid,6.4,"Business Communication, Planning and Organization, Decision Making, Conflict Resolution","TypeScript, Swift, Python","Angular, Express.js","Google Cloud Associate Cloud Engineer, Frontend Development Libraries (freeCodeCamp)",False,True,6,"UI/UX Projects, Entrepreneurship Clubs, Robotics Competitions","Entrepreneurship, Economics",4,Analytical,Solutions Architect
Academic Research,Remote,9.5,Adaptability,"Julia, Dart, Scala","Bitbucket, PyTorch, Android Studio, Power BI, InVision","Tableau Desktop Specialist, Microsoft Certified Azure Fundamentals, Cisco CCNA",False,False,2,"Blogging, Startup Ideation Events, Animation Design","Virtualization and Containers, Linear Algebra, Computer Networks",2,"Data-driven, User-Centered",AI Prompt Engineer
Platform Engineering,On-site,8.2,"Teamwork, Problem Solving, Attention to Detail",MATLAB,"Node.js, TensorFlow, Terraform, Pandas, Looker",IBM Data Science Professional Certificate,True,True,4,"Case Competitions, Music, Workshop Hosting","Chemistry, Machine Learning, Database Management Systems",4,"Detail-Oriented, Experimental",Platform Engineer
"Quality Assurance / Testing, DevOps",Hybrid,9.1,Emotional Intelligence,"SQL, PowerShell, C#","MySQL, Terraform, AWS",,True,True,0,Gaming,"Human Computer Interaction, Big Data Analytics, Psychology",4,"Data-driven, Collaborative",Research Intern (AI/ML)
Mobile App Development,Hybrid,8.8,"Decision Making, Empathy, Innovative Thinking","Objective-C, Swift","Grafana, PyTorch, Unreal Engine, Git, Core Data, SwiftUI","Docker Certified Associate, Oracle Certified Java Programmer, Linux Foundation Certified Kubernetes Admin",True,False,3,"Graphic Design, Photography, Club Leadership Roles, Innovation Challenges","Mobile Application Development, IoT (Internet of Things), Software Engineering",4,"Collaborative, Problem Solving",Mobile Developer (iOS)
"Networking, Computer Vision",Hybrid,8.7,"Decision Making, Innovative Thinking, Negotiation",Lisp,"PyTorch, Xcode, Laravel, JUnit, Django",,True,True,1,"Debate Clubs, Case Competitions, Technical Writing, Community Service","Cryptography, Physics, Big Data Analytics, Computer Vision",0,"Data-driven, Strategic",Network Engineer
"Quality Assurance / Testing, Digital Marketing, Database Engineering",Remote,7.3,"Accountability, Emotional Intelligence","HTML, Shell (Bash), Swift, TypeScript","Unity, TensorFlow, Insomnia, Weights & Biases, Android Studio, Confluence",Microsoft Certified: Power BI Data Analyst Associate,False,True,2,"Animation Design, Workshop Hosting, Entrepreneurship Clubs, Innovation Challenges","Discrete Mathematics, User Interface Design",4,"Result-Oriented, Logical",Data Engineer
"Digital Marketing, Data Science",Hybrid,7.4,Analytical Thinking,"PHP, Rust","Google Colab, Airflow, Canva","Google UX Design Certificate, Cisco CCNA",False,False,2,"Event Management, UI/UX Projects, Debate Clubs, Gaming","Probability and Statistics, Machine Learning, Computer Vision",2,Intuitive,Technical Consultant
Database Engineering,Remote,7.5,Time Management,"HTML, PHP","Helm, Figma, Unreal Engine, Weights & Biases, Android Studio",Oracle Certified Java Programmer,False,False,6,"Hackathons, Technical Writing, Teaching/TA Work, Event Management","Cryptography, Discrete Mathematics, Operating Systems, Business Intelligence",1,"Data-driven, Strategic",Data Engineer
Artificial Intelligence,Hybrid,9.0,Conflict Resolution,"MATLAB, HTML, SQL, R","NumPy, DBT",,False,False,1,Podcast Creation,"Robotics, Natural Language Processing, Web Technologies, Big Data Analytics",3,"Data-driven, Big Picture Thinker",Data Scientist
"Web Development, Database Engineering, Cloud Computing",Hybrid,8.2,"Adaptability, Emotional Intelligence","TypeScript, Assembly, Go, Shell (Bash)","Scikit-learn, Express.js, Flutter","Microsoft Certified Azure Fundamentals, CompTIA Security+",True,True,3,"Tech Meetups, Podcast Creation","Mobile Application Development, Psychology",0,Intuitive,Ph.D. Candidate
"Natural Language Processing, Design Systems, Project Management",On-site,7.5,"Attention to Detail, Leadership, Planning and Organization, Teamwork",Shell (Bash),"Vue.js, Figma, Weights & Biases, MongoDB, Confluence",,False,True,0,Gaming,"Artificial Intelligence, Probability and Statistics, Psychology",1,"Result-Oriented, Analytical",Technical Writer
"Database Engineering, Big Data",Hybrid,9.5,"Decision Making, Accountability, Innovative Thinking, Critical Thinking, Leadership","Shell (Bash), Dart, Scala","Unity, Android Studio","Google Data Analytics Certificate, Cisco CCNA",True,False,8,"Case Competitions, Debate Clubs","Cryptography, Compiler Design, Big Data Analytics, Economics",2,"Intuitive, Result-Oriented",Embedded Systems Engineer
"Site Reliability Engineering (SRE), Education Technology",Remote,9.8,"Strategic Thinking, Multitasking, Teamwork, Critical Thinking","C++, Java, Lisp","Pytest, Confluence",Android Developer Certification (Google),False,True,7,"Community Service, Technical Writing, Debate Clubs, Video Editing","Natural Language Processing, Artificial Intelligence, Computer Architecture, Psychology",1,"Intuitive, Result-Oriented",Systems Engineer
"Ethical Hacking, Machine Learning",On-site,8.7,"Communication, Accountability, Problem Solving, Critical Thinking",,"Figma, Vue.js, Weights & Biases, PyCharm","Microsoft Certified: Azure AI Engineer, Microsoft Certified: Power BI Data Analyst Associate",True,False,0,Volunteering,"Artificial Intelligence, Probability and Statistics",3,Intuitive,Technical Writer
"Web Development, Database Engineering",On-site,7.9,"Time Management, Conflict Resolution, Accountability, Critical Thinking",PHP,"PostgreSQL, Docker, Adobe XD, Jenkins","Cisco CCNA, Kubernetes Certified Administrator (CKA)",False,True,3,"Hackathons, Event Management, Graphic Design","Cryptography, Biology, Big Data Analytics, Economics",2,Detail-Oriented,Project Manager
"Natural Language Processing, Project Management",On-site,9.7,"Critical Thinking, Negotiation, Attention to Detail","Rust, Go, R","Jest, Unity, Selenium, Laravel, Android Studio",Project Management Professional (PMP),True,True,2,"Gaming, Open Source Contributions, Coding Clubs, Public Speaking","Bioinformatics, Information Security, Economics",3,"Intuitive, Innovative",Embedded Systems Engineer
"Backend Development, Computer Vision",Remote,8.7,"Negotiation, Work Ethic",Dart,"Unity, Weights & Biases, Kubernetes, Git, Adobe XD, AWS","AWS Certified Security Specialty, Certified ScrumMaster (CSM)",True,True,8,"Video Editing, Tech Meetups, UI/UX Projects","Cryptography, Data Mining",3,"Pragmatic, Logical",Technical Program Manager (TPM)
"Natural Language Processing, Digital Marketing",Hybrid,9.6,"Problem Solving, Accountability, Attention to Detail, Empathy, Goal-Oriented Mindset","Lisp, R","Node.js, PostgreSQL, Docker, Azure, Jupyter Notebook","Frontend Development Libraries (freeCodeCamp), Microsoft Certified: Azure AI Engineer",True,True,5,Photography,"Cryptography, Calculus, Computer Networks, Big Data Analytics",4,"Systematic, Logical",MS in Data Science
"Site Reliability Engineering (SRE), Platform Engineering",Hybrid,8.3,"Critical Thinking, Business Communication","PowerShell, Java","NumPy, Terraform, Unreal Engine, Kubernetes, Jupyter Notebook","CompTIA Security+, Google UX Design Certificate",True,False,0,"Entrepreneurship Clubs, Tech Meetups, Photography, Sports","Discrete Mathematics, Ethical Hacking, Mobile Application Development",0,Detail-Oriented,Business Analyst
Deep Learning,Remote,9.6,"Strategic Thinking, Decision Making","HTML, Lisp","Node.js, TensorFlow","Salesforce Certified Administrator, Kubernetes Certified Administrator (CKA)",False,True,0,"Debate Clubs, Teaching/TA Work, Workshop Hosting","Data Mining, Entrepreneurship",3,"Logical, Collaborative",AR/VR Developer
Machine Learning,On-site,6.8,"Resilience, Innovative Thinking, Planning and Organization, Empathy",MATLAB,"Bitbucket, PyTorch","Google Data Analytics Certificate, iOS App Development with Swift (Apple), Microsoft Certified: Power BI Data Analyst Associate",True,False,7,"Hackathons, Coding Clubs","Distributed Systems, User Interface Design",4,"Detail-Oriented, Innovative",MLOps Engineer
"Digital Marketing, Quality Assurance / Testing",Remote,7.8,"Decision Making, Communication, Problem Solving, Teamwork",,"Pytest, Android Studio",,True,True,0,"UI/UX Projects, AR/VR Projects","Discrete Mathematics, Cloud Computing, Software Engineering",4,"Result-Oriented, Logical",Data Engineer
"Infrastructure, Education Technology",On-site,8.2,"Teamwork, Communication","SQL, Rust, Kotlin, Haskell","Docker, Sketch, Jenkins, GitHub, AWS",,True,True,5,"Public Speaking, Teaching/TA Work","Distributed Systems, Technical Communication, Cryptography, Computer Networks",1,"Pragmatic, Problem Solving",Cloud Engineer
"Natural Language Processing, Cybersecurity, Big Data",Hybrid,7.8,"Business Communication, Innovative Thinking","Shell (Bash), Go","Sketch, Flutter, Podman, Tableau, Canva",,True,True,6,,"Robotics, Physics, Sociology, Cryptography",3,Creative,Database Administrator
"Natural Language Processing, Bioinformatics",Hybrid,9.3,"Multitasking, Presentation Skills, Conflict Resolution, Analytical Thinking, Problem Solving","HTML, Dart, Ruby","PyTorch, Sketch","Offensive Security Certified Professional (OSCP), Salesforce Certified Administrator, Certified ScrumMaster (CSM)",False,False,8,"Community Service, Blogging, Event Management","Cryptography, Computer Vision",0,Strategic,Cybersecurity Analyst
"Data Science, Machine Learning, Business Analysis",Remote,8.2,Analytical Thinking,,"Pandas, GCP, Cypress","Kubernetes Certified Administrator (CKA), Offensive Security Certified Professional (OSCP), IBM Data Science Professional Certificate",False,False,5,"Music, Club Leadership Roles, Debate Clubs","Distributed Systems, Data Mining, Virtualization and Containers",2,Logical,Product Manager
Cloud Computing,Hybrid,6.7,"Accountability, Active Listening, Decision Making, Work Ethic, Leadership",,"Kafka, Ansible, Terraform, Azure",,True,True,4,"Technical Writing, Club Leadership Roles, Volunteering, Tech Meetups","Human Computer Interaction, Mobile Application Development, User Interface Design",3,"Analytical, Collaborative",IoT Engineer
"Deep Learning, Database Engineering",On-site,9.6,"Strategic Thinking, Customer Focus, Creative Thinking, Presentation Skills",Go,"Node.js, TensorFlow",,True,False,0,,"Data Mining, IoT (Internet of Things), Entrepreneurship",3,Logical,AR/VR Developer
"Site Reliability Engineering (SRE), Automation",On-site,6.5,"Customer Focus, Negotiation, Collaboration, Creative Thinking, Emotional Intelligence",,"Node.js, Azure, MySQL, Hadoop, InVision","Docker Certified Associate, Kubernetes Certified Administrator (CKA), AWS Certified Cloud Practitioner",True,True,7,,"Robotics, Virtualization and Containers, Computer Networks",2,Resilience,DevOps Engineer
"Backend Development, Consulting, Database Engineering",Remote,7.0,"Strategic Thinking, Innovative Thinking, Decision Making, Collaboration","SQL, Ruby","Git, Django, MongoDB",,True,False,8,,"Probability and Statistics, Digital Logic Design, Object-Oriented Programming, Computer Networks",1,"Data-driven, Problem Solving",Software Developer (Backend)
"Artificial Intelligence, DevOps, Business Analysis",Remote,9.2,"Resilience, Presentation Skills, Decision Making, Attention to Detail, Empathy",,"Airflow, TensorFlow, Swagger","Docker Certified Associate, Frontend Development Libraries (freeCodeCamp)",True,True,5,"Podcast Creation, Graphic Design, AR/VR Projects","Ethical Hacking, Web Technologies",0,"Detail-Oriented, Data-driven",Big Data Engineer
"UI/UX Design, IoT (Internet of Things), Database Engineering",Remote,8.0,"Multitasking, Active Listening, Communication","TypeScript, Assembly, Scala, Ruby","Scikit-learn, Postman, Express.js",,True,True,8,"Club Leadership Roles, Entrepreneurship Clubs, Hackathons, UI/UX Projects","Mobile Application Development, Digital Logic Design, Machine Learning",3,"Detail-Oriented, Result-Oriented",Ph.D. Candidate
"Quality Assurance / Testing, Academic Research",On-site,6.2,"Innovative Thinking, Communication, Creative Thinking","HTML, Shell (Bash), Python","PostgreSQL, GitLab CI/CD, Terraform, Kubernetes, Azure, Tableau",,False,False,0,"3D Modeling, Public Speaking","Human Computer Interaction, IoT (Internet of Things), Sociology",1,Pragmatic,IoT Engineer
"UI/UX Design, Web Development, Database Engineering",On-site,8.4,"Presentation Skills, Customer Focus, Planning and Organization, Accountability","Haskell, Python","PostgreSQL, Docker",Certified Ethical Hacker (CEH),False,False,4,"Music, AR/VR Projects","Distributed Systems, Computer Architecture, Software Engineering, Economics",0,"Detail-Oriented, Experimental",Project Manager
"Database Engineering, Software Engineering",Remote,8.6,"Business Communication, Work Ethic, Emotional Intelligence, Adaptability","C#, Go, Ruby","Git, Flask, Django",Docker Certified Associate,False,False,5,Photography,"Cloud Infrastructure, Data Structures and Algorithms, Operating Systems, Quantum Computing",3,"Systematic, Creative",Software Developer (Backend)
"Product Management, Database Engineering, Cloud Computing",Remote,9.5,"Presentation Skills, Critical Thinking, Collaboration, Communication",,"Jest, PyTorch, Terraform, Xcode, Power BI, Spring Boot","Microsoft Certified Azure Fundamentals, Linux Foundation Certified Kubernetes Admin, Offensive Security Certified Professional (OSCP)",False,False,3,"Student Government, Mentorship Programs","Robotics, Bioinformatics, Data Structures and Algorithms, Computer Networks",4,Strategic Thinking,Cloud Engineer
"Systems Programming, Data Science",Hybrid,9.8,Accountability,"Lisp, R","Node.js, Helm, TensorFlow, Git, Podman, Jupyter Notebook",,True,True,7,3D Modeling,"Mobile Application Development, Machine Learning",0,"Detail-Oriented, Creative",Platform Engineer
"Deep Learning, Web Development, Quantum Computing",Remote,9.1,Critical Thinking,MATLAB,"Node.js, TensorFlow, MongoDB",Microsoft Certified: Azure AI Engineer,True,True,1,"Animation Design, Open Source Contributions","Discrete Mathematics, Data Mining, Bioinformatics",4,"Analytical, Collaborative",AR/VR Developer
"Site Reliability Engineering (SRE), Frontend Development",Remote,8.9,Negotiation,"Shell (Bash), Lisp","Scikit-learn, Pytest, ELK Stack, Confluence","Microsoft Certified Azure Fundamentals, IBM Data Science Professional Certificate",False,False,2,"Public Speaking, Event Management","Human Computer Interaction, Quantum Computing, Psychology",1,Intuitive,Systems Engineer
"Web Development, IoT (Internet of Things), Ethical Hacking",On-site,8.9,"Adaptability, Creative Thinking, Accountability","MATLAB, R","Git, PostgreSQL, Docker",Frontend Development Libraries (freeCodeCamp),True,True,0,Startup Ideation Events,"User Interface Design, Machine Learning, Economics",0,Detail-Oriented,Project Manager
Backend Development,Hybrid,7.3,"Planning and Organization, Resilience",Shell (Bash),"PostgreSQL, Vue.js, Postman, Mocha, Xcode, Express.js",Microsoft Certified: SQL Associate,True,True,0,"Hackathons, Animation Design, 3D Modeling, Tech Meetups","Entrepreneurship, Sociology, Object-Oriented Programming",2,Strategic,Blockchain Developer
"Systems Programming, Business Analysis",Remote,7.9,"Multitasking, Critical Thinking, Business Communication, Leadership, Adaptability","Rust, Swift, Dart","Spring Boot, Power BI, Cypress","Docker Certified Associate, Deep Learning Specialization (Coursera), Cisco CCNA",True,True,4,Entrepreneurship Clubs,"Natural Language Processing, Compiler Design, Computer Vision",0,Big Picture Thinker,Game Developer
"Backend Development, Software Engineering",Remote,7.9,"Goal-Oriented Mindset, Attention to Detail, Resilience, Multitasking, Creative Thinking",,"Vue.js, Unity, Kubernetes, React Native, MySQL, Confluence","iOS App Development with Swift (Apple), Linux Foundation Certified Kubernetes Admin",True,True,0,Teaching/TA Work,"Psychology, Compiler Design, Project Management",4,Data-driven,AI Ethicist
"Technical Writing, Networking, Software Engineering",On-site,8.6,"Presentation Skills, Analytical Thinking, Problem Solving",,"PostgreSQL, VS Code, Flutter, Mocha, Confluence","Cisco CCNA, HashiCorp Certified: Terraform Associate",True,True,8,Blogging,"Technical Communication, Psychology, Entrepreneurship, Project Management",0,Data-driven,AI Ethicist
"Consulting, Academic Research",Remote,8.2,"Time Management, Problem Solving","R, JavaScript, CSS, Python","Kafka, Flutter, Grafana, MongoDB","Project Management Professional (PMP), Cisco CCNA",False,False,2,,"Technical Communication, Theory of Computation, Digital Logic Design, Computer Networks",3,User-Centered,AI Prompt Engineer
"Site Reliability Engineering (SRE), Frontend Development, Software Engineering",On-site,7.2,"Problem Solving, Attention to Detail, Critical Thinking",Shell (Bash),"Grafana, Jest, Terraform, Pytest, Tableau, InVision",,True,False,7,"Volunteering, Open Source Contributions, Music","Database Management Systems, Blockchain, Project Management, Quantum Computing",0,"Intuitive, Result-Oriented",Systems Engineer
"Site Reliability Engineering (SRE), Platform Engineering, Big Data",On-site,8.1,"Problem Solving, Conflict Resolution, Accountability, Analytical Thinking, Decision Making","MATLAB, Shell (Bash), Lisp","Grafana, Sketch, Jenkins, Kubernetes, Mocha, AWS",Cisco CCNA,False,False,1,"Entrepreneurship Clubs, UI/UX Projects","Cloud Infrastructure, Entrepreneurship, Operating Systems",1,Experimental,Software Test Automation Engineer
"Ethical Hacking, Frontend Development, Big Data",Hybrid,6.9,"Work Ethic, Attention to Detail, Customer Focus, Goal-Oriented Mindset",,"Sketch, Flutter","Android Developer Certification (Google), Deep Learning Specialization (Coursera)",False,False,3,"Technical Writing, Workshop Hosting, Sports","Mobile Application Development, IoT (Internet of Things), Computer Architecture, Data Structures and Algorithms",2,Detail-Oriented,Database Administrator
